URL,Local Title,Local Title Length,Live Title,Live Title Length,Title Match,Local Description,Local Desc Length,Live Description,Live Desc Length,Desc Match,Local Canonical,Live Canonical,Local og:title,Live og:title,Local og:description,Live og:description,Local og:image,Live og:image,Local og:type,Live og:type,Local og:url,Live og:url,Local twitter:card,Live twitter:card,Local twitter:image,Live twitter:image,Local H1 Count,Live H1 Count,Local H1s,Live H1s,Local robots,Live robots,Issues
/components/text_sensor/ethernet_info/,Ethernet Info Text Sensor - ESPHome - Smart Home Made Simple,60,Ethernet Info Text Sensor - ESPHome - Smart Home Made Simple,60,Yes,Instructions for setting up Ethernet info text sensors.,55,Instructions for setting up Ethernet info text sensors.,55,Yes,https://esphome.io/components/text_sensor/ethernet_info/,,Ethernet Info Text Sensor,Ethernet Info Text Sensor,Instructions for setting up Ethernet info text sensors.,Instructions for setting up Ethernet info text sensors.,https://esphome.io/images/logo.svg,https://esphome.io/images/ethernet.svg,article,website,https://esphome.io/components/text_sensor/ethernet_info/,https://esphome.io/components/text_sensor/ethernet_info/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/ethernet.svg,1,1,Ethernet Info Text Sensor,Ethernet Info Text Sensor,,,
/components/text_sensor/ble_scanner/,ESP32 Bluetooth Low Energy Scanner - ESPHome - Smart Home Made Simple,69,ESP32 Bluetooth Low Energy Scanner - ESPHome - Smart Home Made Simple,69,Yes,Instructions for setting up BLE text sensors for the ESP32.,59,Instructions for setting up BLE text sensors for the ESP32.,59,Yes,https://esphome.io/components/text_sensor/ble_scanner/,,ESP32 Bluetooth Low Energy Scanner,ESP32 Bluetooth Low Energy Scanner,Instructions for setting up BLE text sensors for the ESP32.,Instructions for setting up BLE text sensors for the ESP32.,https://esphome.io/images/logo.svg,https://esphome.io/images/bluetooth.svg,article,website,https://esphome.io/components/text_sensor/ble_scanner/,https://esphome.io/components/text_sensor/ble_scanner/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/bluetooth.svg,1,1,ESP32 Bluetooth Low Energy Scanner,ESP32 Bluetooth Low Energy Scanner,,,Title too long
/components/text_sensor/ble_client/,BLE Client Text Sensor - ESPHome - Smart Home Made Simple,57,BLE Client Text Sensor - ESPHome - Smart Home Made Simple,57,Yes,Fetch string values from BLE devices.,37,Fetch string values from BLE devices.,37,Yes,https://esphome.io/components/text_sensor/ble_client/,,BLE Client Text Sensor,BLE Client Text Sensor,Fetch string values from BLE devices.,Fetch string values from BLE devices.,https://esphome.io/images/logo.svg,https://esphome.io/images/bluetooth.svg,article,website,https://esphome.io/components/text_sensor/ble_client/,https://esphome.io/components/text_sensor/ble_client/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/bluetooth.svg,1,1,BLE Client Text Sensor,BLE Client Text Sensor,,,Desc short
/components/text/,Text Component - ESPHome - Smart Home Made Simple,49,Text Component - ESPHome - Smart Home Made Simple,49,Yes,Instructions for setting up text components in ESPHome.,55,Instructions for setting up text components in ESPHome.,55,Yes,https://esphome.io/components/text/,,Text Component,Text Component,Instructions for setting up text components in ESPHome.,Instructions for setting up text components in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,article,website,https://esphome.io/components/text/,https://esphome.io/components/text/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,1,1,Text Component,Text Component,,,
/components/text/template/,Template Text - ESPHome - Smart Home Made Simple,48,Template Text - ESPHome - Smart Home Made Simple,48,Yes,Instructions for setting up template texts with ESPHome.,56,Instructions for setting up template texts with ESPHome.,56,Yes,https://esphome.io/components/text/template/,,Template Text,Template Text,Instructions for setting up template texts with ESPHome.,Instructions for setting up template texts with ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/description.svg,article,website,https://esphome.io/components/text/template/,https://esphome.io/components/text/template/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/description.svg,1,1,Template Text,Template Text,,,
/components/text/lvgl/,LVGL Text - ESPHome - Smart Home Made Simple,44,LVGL Text - ESPHome - Smart Home Made Simple,44,Yes,Instructions for setting up an LVGL Text component.,51,Instructions for setting up an LVGL Text component.,51,Yes,https://esphome.io/components/text/lvgl/,,LVGL Text,LVGL Text,Instructions for setting up an LVGL Text component.,Instructions for setting up an LVGL Text component.,https://esphome.io/images/logo.svg,https://esphome.io/images/lvgl_c_txt.png,article,website,https://esphome.io/components/text/lvgl/,https://esphome.io/components/text/lvgl/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/lvgl_c_txt.png,1,1,LVGL Text,LVGL Text,,,
/components/tca9555/,TCA9555 I/O Expander - ESPHome - Smart Home Made Simple,55,TCA9555 I/O Expander - ESPHome - Smart Home Made Simple,55,Yes,Instructions for setting up TCA9555 digital port expanders in ESPHome.,70,Instructions for setting up TCA9555 digital port expanders in ESPHome.,70,Yes,https://esphome.io/components/tca9555/,,TCA9555 I/O Expander,TCA9555 I/O Expander,Instructions for setting up TCA9555 digital port expanders in ESPHome.,Instructions for setting up TCA9555 digital port expanders in ESPHome.,https://esphome.io/images/logo.svg,,article,website,https://esphome.io/components/tca9555/,https://esphome.io/components/tca9555/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,,1,1,TCA9555 I/O Expander,TCA9555 I/O Expander,,,
/components/tca9548a/,TCA9548A I²C Multiplexer - ESPHome - Smart Home Made Simple,59,TCA9548A I²C Multiplexer - ESPHome - Smart Home Made Simple,59,Yes,Instructions for setting up TCA9548A I²C multiplexer in ESPHome.,64,Instructions for setting up TCA9548A I²C multiplexer in ESPHome.,64,Yes,https://esphome.io/components/tca9548a/,,TCA9548A I²C Multiplexer,TCA9548A I²C Multiplexer,Instructions for setting up TCA9548A I²C multiplexer in ESPHome.,Instructions for setting up TCA9548A I²C multiplexer in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/tca9548a.jpg,article,website,https://esphome.io/components/tca9548a/,https://esphome.io/components/tca9548a/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/tca9548a.jpg,1,1,TCA9548A I²C Multiplexer,TCA9548A I²C Multiplexer,,,
/components/syslog/,Syslog Component - ESPHome - Smart Home Made Simple,51,Syslog Component - ESPHome - Smart Home Made Simple,51,Yes,Instructions for setting up a syslog component in ESPHome,57,Instructions for setting up a syslog component in ESPHome,57,Yes,https://esphome.io/components/syslog/,,Syslog Component,Syslog Component,Instructions for setting up a syslog component in ESPHome,Instructions for setting up a syslog component in ESPHome,https://esphome.io/images/logo.svg,,article,website,https://esphome.io/components/syslog/,https://esphome.io/components/syslog/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,,1,1,Syslog Component,Syslog Component,,,
/components/sx1509/,SX1509 16 channel I/O Expander with LED driver and keypad engine - ESPHome - Smart Home Made Simple,99,SX1509 16 channel I/O Expander with LED driver and keypad engine - ESPHome - Smart Home Made Simple,99,Yes,Instructions for setting up SX1509 16 channel I/O expander in ESPHome.,70,Instructions for setting up SX1509 16 channel I/O expander in ESPHome.,70,Yes,https://esphome.io/components/sx1509/,,SX1509 16 channel I/O Expander with LED driver and keypad engine,SX1509 16 channel I/O Expander with LED driver and keypad engine,Instructions for setting up SX1509 16 channel I/O expander in ESPHome.,Instructions for setting up SX1509 16 channel I/O expander in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/sx1509.jpg,article,website,https://esphome.io/components/sx1509/,https://esphome.io/components/sx1509/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/sx1509.jpg,1,1,SX1509 16 channel I/O Expander with LED driver and keypad engine,SX1509 16 channel I/O Expander with LED driver and keypad engine,,,Title too long
/components/sx127x/,SX127x Component - ESPHome - Smart Home Made Simple,51,SX127x Component - ESPHome - Smart Home Made Simple,51,Yes,Instructions for setting up SX1276/SX1277/SX1278/SX1279 transceivers.,69,Instructions for setting up SX1276/SX1277/SX1278/SX1279 transceivers.,69,Yes,https://esphome.io/components/sx127x/,,SX127x Component,SX127x Component,Instructions for setting up SX1276/SX1277/SX1278/SX1279 transceivers.,Instructions for setting up SX1276/SX1277/SX1278/SX1279 transceivers.,https://esphome.io/images/logo.svg,https://esphome.io/images/sx127x.png,article,website,https://esphome.io/components/sx127x/,https://esphome.io/components/sx127x/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/sx127x.png,1,1,SX127x Component,SX127x Component,,,
/components/sx126x/,SX126x Component - ESPHome - Smart Home Made Simple,51,SX126x Component - ESPHome - Smart Home Made Simple,51,Yes,Instructions for setting up SX1261/SX1262/SX1268/LLCC68 transceivers.,69,Instructions for setting up SX1261/SX1262/SX1268/LLCC68 transceivers.,69,Yes,https://esphome.io/components/sx126x/,,SX126x Component,SX126x Component,Instructions for setting up SX1261/SX1262/SX1268/LLCC68 transceivers.,Instructions for setting up SX1261/SX1262/SX1268/LLCC68 transceivers.,https://esphome.io/images/logo.svg,https://esphome.io/images/sx126x.png,article,website,https://esphome.io/components/sx126x/,https://esphome.io/components/sx126x/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/sx126x.png,1,1,SX126x Component,SX126x Component,,,
/components/switch/,Switch Component - ESPHome - Smart Home Made Simple,51,Switch Component - ESPHome - Smart Home Made Simple,51,Yes,Instructions for setting up generic switches in ESPHome.,56,Instructions for setting up generic switches in ESPHome.,56,Yes,https://esphome.io/components/switch/,,Switch Component,Switch Component,Instructions for setting up generic switches in ESPHome.,Instructions for setting up generic switches in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,article,website,https://esphome.io/components/switch/,https://esphome.io/components/switch/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,1,1,Switch Component,Switch Component,,,
/components/switch/uart/,UART Switch - ESPHome - Smart Home Made Simple,46,UART Switch - ESPHome - Smart Home Made Simple,46,Yes,Instructions for setting up UART switches in ESPHome that can output arbitrary UART sequences when activated.,109,Instructions for setting up UART switches in ESPHome that can output arbitrary UART sequences when activated.,109,Yes,https://esphome.io/components/switch/uart/,,UART Switch,UART Switch,Instructions for setting up UART switches in ESPHome that can output arbitrary UART sequences when activated.,Instructions for setting up UART switches in ESPHome that can output arbitrary UART sequences when activated.,https://esphome.io/images/logo.svg,https://esphome.io/images/uart.svg,article,website,https://esphome.io/components/switch/uart/,https://esphome.io/components/switch/uart/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/uart.svg,1,1,UART Switch,UART Switch,,,
/components/switch/tuya/,Tuya Switch - ESPHome - Smart Home Made Simple,46,Tuya Switch - ESPHome - Smart Home Made Simple,46,Yes,Instructions for setting up a Tuya device switch.,49,Instructions for setting up a Tuya device switch.,49,Yes,https://esphome.io/components/switch/tuya/,,Tuya Switch,Tuya Switch,Instructions for setting up a Tuya device switch.,Instructions for setting up a Tuya device switch.,https://esphome.io/images/logo.svg,https://esphome.io/images/upload.svg,article,website,https://esphome.io/components/switch/tuya/,https://esphome.io/components/switch/tuya/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/upload.svg,1,1,Tuya Switch,Tuya Switch,,,Desc short
/components/switch/template/,Template Switch - ESPHome - Smart Home Made Simple,50,Template Switch - ESPHome - Smart Home Made Simple,50,Yes,Instructions for setting up template switches that can execute arbitrary actions when turned on or off.,103,Instructions for setting up template switches that can execute arbitrary actions when turned on or off.,103,Yes,https://esphome.io/components/switch/template/,,Template Switch,Template Switch,Instructions for setting up template switches that can execute arbitrary actions when turned on or off.,Instructions for setting up template switches that can execute arbitrary actions when turned on or off.,https://esphome.io/images/logo.svg,https://esphome.io/images/description.svg,article,website,https://esphome.io/components/switch/template/,https://esphome.io/components/switch/template/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/description.svg,1,1,Template Switch,Template Switch,,,
/components/switch/shutdown/,Shutdown Switch - ESPHome - Smart Home Made Simple,50,Shutdown Switch - ESPHome - Smart Home Made Simple,50,Yes,Instructions for setting up switches that can remotely shut down the ESP.,73,Instructions for setting up switches that can remotely shut down the ESP.,73,Yes,https://esphome.io/components/switch/shutdown/,,Shutdown Switch,Shutdown Switch,Instructions for setting up switches that can remotely shut down the ESP.,Instructions for setting up switches that can remotely shut down the ESP.,https://esphome.io/images/logo.svg,https://esphome.io/images/power_settings.svg,article,website,https://esphome.io/components/switch/shutdown/,https://esphome.io/components/switch/shutdown/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/power_settings.svg,1,1,Shutdown Switch,Shutdown Switch,,,
/components/switch/safe_mode/,Safe Mode Switch - ESPHome - Smart Home Made Simple,51,Safe Mode Switch - ESPHome - Smart Home Made Simple,51,Yes,Instructions for setting up switches that can remotely reboot the ESP in ESPHome into safe mode.,96,Instructions for setting up switches that can remotely reboot the ESP in ESPHome into safe mode.,96,Yes,https://esphome.io/components/switch/safe_mode/,,Safe Mode Switch,Safe Mode Switch,Instructions for setting up switches that can remotely reboot the ESP in ESPHome into safe mode.,Instructions for setting up switches that can remotely reboot the ESP in ESPHome into safe mode.,https://esphome.io/images/logo.svg,https://esphome.io/images/restart.svg,article,website,https://esphome.io/components/switch/safe_mode/,https://esphome.io/components/switch/safe_mode/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/restart.svg,1,1,Safe Mode Switch,Safe Mode Switch,,,
/components/switch/restart/,Restart Switch - ESPHome - Smart Home Made Simple,49,Restart Switch - ESPHome - Smart Home Made Simple,49,Yes,Instructions for setting up switches that can remotely reboot the ESP in ESPHome.,81,Instructions for setting up switches that can remotely reboot the ESP in ESPHome.,81,Yes,https://esphome.io/components/switch/restart/,,Restart Switch,Restart Switch,Instructions for setting up switches that can remotely reboot the ESP in ESPHome.,Instructions for setting up switches that can remotely reboot the ESP in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/restart.svg,article,website,https://esphome.io/components/switch/restart/,https://esphome.io/components/switch/restart/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/restart.svg,1,1,Restart Switch,Restart Switch,,,
/components/switch/output/,Generic Output Switch - ESPHome - Smart Home Made Simple,56,Generic Output Switch - ESPHome - Smart Home Made Simple,56,Yes,Instructions for setting up generic output switches in ESPHome that control an output component.,96,Instructions for setting up generic output switches in ESPHome that control an output component.,96,Yes,https://esphome.io/components/switch/output/,,Generic Output Switch,Generic Output Switch,Instructions for setting up generic output switches in ESPHome that control an output component.,Instructions for setting up generic output switches in ESPHome that control an output component.,https://esphome.io/images/logo.svg,https://esphome.io/images/upload.svg,article,website,https://esphome.io/components/switch/output/,https://esphome.io/components/switch/output/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/upload.svg,1,1,Generic Output Switch,Generic Output Switch,,,
/components/switch/nextion/,Nextion Switch Component - ESPHome - Smart Home Made Simple,59,Nextion Switch Component - ESPHome - Smart Home Made Simple,59,Yes,Instructions for setting up Nextion Switch.,43,Instructions for setting up Nextion Switch.,43,Yes,https://esphome.io/components/switch/nextion/,,Nextion Switch Component,Nextion Switch Component,Instructions for setting up Nextion Switch.,Instructions for setting up Nextion Switch.,https://esphome.io/images/logo.svg,https://esphome.io/images/nextion.jpg,article,website,https://esphome.io/components/switch/nextion/,https://esphome.io/components/switch/nextion/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/nextion.jpg,1,1,Nextion Switch Component,Nextion Switch Component,,,Desc short
/components/switch/modbus_controller/,Modbus Controller Switch - ESPHome - Smart Home Made Simple,59,Modbus Controller Switch - ESPHome - Smart Home Made Simple,59,Yes,Instructions for setting up a modbus_controller device sensor.,62,Instructions for setting up a modbus_controller device sensor.,62,Yes,https://esphome.io/components/switch/modbus_controller/,,Modbus Controller Switch,Modbus Controller Switch,Instructions for setting up a modbus_controller device sensor.,Instructions for setting up a modbus_controller device sensor.,https://esphome.io/images/logo.svg,,article,website,https://esphome.io/components/switch/modbus_controller/,https://esphome.io/components/switch/modbus_controller/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,,1,1,Modbus Controller Switch,Modbus Controller Switch,,,
/components/switch/lvgl/,LVGL Switch - ESPHome - Smart Home Made Simple,46,LVGL Switch - ESPHome - Smart Home Made Simple,46,Yes,Instructions for setting up an LVGL widget switch.,50,Instructions for setting up an LVGL widget switch.,50,Yes,https://esphome.io/components/switch/lvgl/,,LVGL Switch,LVGL Switch,Instructions for setting up an LVGL widget switch.,Instructions for setting up an LVGL widget switch.,https://esphome.io/images/logo.svg,https://esphome.io/images/lvgl_c_swi.png,article,website,https://esphome.io/components/switch/lvgl/,https://esphome.io/components/switch/lvgl/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/lvgl_c_swi.png,1,1,LVGL Switch,LVGL Switch,,,
/components/switch/homeassistant/,Home Assistant Switch - ESPHome - Smart Home Made Simple,56,Home Assistant Switch - ESPHome - Smart Home Made Simple,56,Yes,Instructions for setting up Home Assistant Switch with ESPHome that import states and allows control via your Home Assistant instance.,134,Instructions for setting up Home Assistant Switch with ESPHome that import states and allows control via your Home Assistant instance.,134,Yes,https://esphome.io/components/switch/homeassistant/,,Home Assistant Switch,Home Assistant Switch,Instructions for setting up Home Assistant Switch with ESPHome that import states and allows control via your Home Assistant instance.,Instructions for setting up Home Assistant Switch with ESPHome that import states and allows control via your Home Assistant instance.,https://esphome.io/images/logo.svg,https://esphome.io/images/home-assistant.svg,article,website,https://esphome.io/components/switch/homeassistant/,https://esphome.io/components/switch/homeassistant/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/home-assistant.svg,1,1,Home Assistant Switch,Home Assistant Switch,,,
/components/switch/hbridge/,H-bridge Switch - ESPHome - Smart Home Made Simple,50,H-bridge Switch - ESPHome - Smart Home Made Simple,50,Yes,Instructions for setting up H-Bridge controlled switches (or relays).,69,Instructions for setting up H-Bridge controlled switches (or relays).,69,Yes,https://esphome.io/components/switch/hbridge/,,H-bridge Switch,H-bridge Switch,Instructions for setting up H-Bridge controlled switches (or relays).,Instructions for setting up H-Bridge controlled switches (or relays).,https://esphome.io/images/logo.svg,https://esphome.io/images/hbridge-relay.jpg,article,website,https://esphome.io/components/switch/hbridge/,https://esphome.io/components/switch/hbridge/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/hbridge-relay.jpg,1,1,H-bridge Switch,H-bridge Switch,,,
/components/switch/haier/,Haier Climate Switches - ESPHome - Smart Home Made Simple,57,Haier Climate Switches - ESPHome - Smart Home Made Simple,57,Yes,Instructions for setting up additional switches for Haier climate devices.,74,Instructions for setting up additional switches for Haier climate devices.,74,Yes,https://esphome.io/components/switch/haier/,,Haier Climate Switches,Haier Climate Switches,Instructions for setting up additional switches for Haier climate devices.,Instructions for setting up additional switches for Haier climate devices.,https://esphome.io/images/logo.svg,https://esphome.io/images/haier.svg,article,website,https://esphome.io/components/switch/haier/,https://esphome.io/components/switch/haier/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/haier.svg,1,1,Haier Climate Switches,Haier Climate Switches,,,
/components/switch/gpio/,GPIO Switch - ESPHome - Smart Home Made Simple,46,GPIO Switch - ESPHome - Smart Home Made Simple,46,Yes,Instructions for setting up GPIO pin switches in ESPHome that control GPIO outputs.,83,Instructions for setting up GPIO pin switches in ESPHome that control GPIO outputs.,83,Yes,https://esphome.io/components/switch/gpio/,,GPIO Switch,GPIO Switch,Instructions for setting up GPIO pin switches in ESPHome that control GPIO outputs.,Instructions for setting up GPIO pin switches in ESPHome that control GPIO outputs.,https://esphome.io/images/logo.svg,https://esphome.io/images/gpio.svg,article,website,https://esphome.io/components/switch/gpio/,https://esphome.io/components/switch/gpio/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/gpio.svg,1,1,GPIO Switch,GPIO Switch,,,
/components/switch/factory_reset/,Factory Reset Switch - ESPHome - Smart Home Made Simple,55,Factory Reset Switch - ESPHome - Smart Home Made Simple,55,Yes,Instructions for setting up switches that can remotely invalidate all ESPHome preferences stored in flash and reboot ESP.,121,Instructions for setting up switches that can remotely invalidate all ESPHome preferences stored in flash and reboot ESP.,121,Yes,https://esphome.io/components/switch/factory_reset/,,Factory Reset Switch,Factory Reset Switch,Instructions for setting up switches that can remotely invalidate all ESPHome preferences stored in flash and reboot ESP.,Instructions for setting up switches that can remotely invalidate all ESPHome preferences stored in flash and reboot ESP.,https://esphome.io/images/logo.svg,https://esphome.io/images/restart.svg,article,website,https://esphome.io/components/switch/factory_reset/,https://esphome.io/components/switch/factory_reset/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/restart.svg,1,1,Factory Reset Switch,Factory Reset Switch,,,
/components/switch/ble_client/,BLE Client Switch - ESPHome - Smart Home Made Simple,52,BLE Client Switch - ESPHome - Smart Home Made Simple,52,Yes,Control the state of BLE clients.,33,Control the state of BLE clients.,33,Yes,https://esphome.io/components/switch/ble_client/,,BLE Client Switch,BLE Client Switch,Control the state of BLE clients.,Control the state of BLE clients.,https://esphome.io/images/logo.svg,https://esphome.io/images/bluetooth.svg,article,website,https://esphome.io/components/switch/ble_client/,https://esphome.io/components/switch/ble_client/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/bluetooth.svg,1,1,BLE Client Switch,BLE Client Switch,,,Desc short
/components/sun_gtil2/,SUN_GTIL2 Grid Tie Inverter - ESPHome - Smart Home Made Simple,62,SUN_GTIL2 Grid Tie Inverter - ESPHome - Smart Home Made Simple,62,Yes,Instructions for reading data from a SUN-1000G2 grid tie inverter using ESPHome,79,Instructions for reading data from a SUN-1000G2 grid tie inverter using ESPHome,79,Yes,https://esphome.io/components/sun_gtil2/,,SUN_GTIL2 Grid Tie Inverter,SUN_GTIL2 Grid Tie Inverter,Instructions for reading data from a SUN-1000G2 grid tie inverter using ESPHome,Instructions for reading data from a SUN-1000G2 grid tie inverter using ESPHome,https://esphome.io/images/logo.svg,,article,website,https://esphome.io/components/sun_gtil2/,https://esphome.io/components/sun_gtil2/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,,1,1,SUN_GTIL2 Grid Tie Inverter,SUN_GTIL2 Grid Tie Inverter,,,Title too long
/components/sun/,Sun - ESPHome - Smart Home Made Simple,38,Sun - ESPHome - Smart Home Made Simple,38,Yes,Instructions for setting up tracking the sun position in ESPHome.,65,Instructions for setting up tracking the sun position in ESPHome.,65,Yes,https://esphome.io/components/sun/,,Sun,Sun,Instructions for setting up tracking the sun position in ESPHome.,Instructions for setting up tracking the sun position in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/weather-sunny.svg,article,website,https://esphome.io/components/sun/,https://esphome.io/components/sun/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/weather-sunny.svg,1,1,Sun,Sun,,,
/components/substitutions/,Substitutions - ESPHome - Smart Home Made Simple,48,Substitutions - ESPHome - Smart Home Made Simple,48,Yes,How to use substitutions in ESPHome,35,How to use substitutions in ESPHome,35,Yes,https://esphome.io/components/substitutions/,,Substitutions,Substitutions,How to use substitutions in ESPHome,How to use substitutions in ESPHome,https://esphome.io/images/logo.svg,https://esphome.io/images/settings.svg,article,website,https://esphome.io/components/substitutions/,https://esphome.io/components/substitutions/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/settings.svg,1,1,Substitutions,Substitutions,,,Desc short
/components/stepper/,Stepper Component - ESPHome - Smart Home Made Simple,52,Stepper Component - ESPHome - Smart Home Made Simple,52,Yes,Instructions for setting up stepper motor drivers in ESPHome,60,Instructions for setting up stepper motor drivers in ESPHome,60,Yes,https://esphome.io/components/stepper/,,Stepper Component,Stepper Component,Instructions for setting up stepper motor drivers in ESPHome,Instructions for setting up stepper motor drivers in ESPHome,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,article,website,https://esphome.io/components/stepper/,https://esphome.io/components/stepper/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,1,1,Stepper Component,Stepper Component,,,
/components/status_led/,Status LED - ESPHome - Smart Home Made Simple,45,Status LED - ESPHome - Smart Home Made Simple,45,Yes,Instructions for setting up status LEDs in ESPHome to monitor the status of an ESP.,83,Instructions for setting up status LEDs in ESPHome to monitor the status of an ESP.,83,Yes,https://esphome.io/components/status_led/,,Status LED,Status LED,Instructions for setting up status LEDs in ESPHome to monitor the status of an ESP.,Instructions for setting up status LEDs in ESPHome to monitor the status of an ESP.,https://esphome.io/images/logo.svg,https://esphome.io/images/led-on.svg,article,website,https://esphome.io/components/status_led/,https://esphome.io/components/status_led/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/led-on.svg,1,1,Status LED,Status LED,,,
/components/statsd/,StatsD - ESPHome - Smart Home Made Simple,41,StatsD - ESPHome - Smart Home Made Simple,41,Yes,Instructions for setting up a StatsD,36,Instructions for setting up a StatsD,36,Yes,https://esphome.io/components/statsd/,,StatsD,StatsD,Instructions for setting up a StatsD,Instructions for setting up a StatsD,https://esphome.io/images/logo.svg,,article,website,https://esphome.io/components/statsd/,https://esphome.io/components/statsd/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,,1,1,StatsD,StatsD,,,Desc short
/components/sprinkler/,Sprinkler Controller - ESPHome - Smart Home Made Simple,55,Sprinkler Controller - ESPHome - Smart Home Made Simple,55,Yes,Instructions for setting up the sprinkler controller component in ESPHome to control sprinkler valves.,102,Instructions for setting up the sprinkler controller component in ESPHome to control sprinkler valves.,102,Yes,https://esphome.io/components/sprinkler/,,Sprinkler Controller,Sprinkler Controller,Instructions for setting up the sprinkler controller component in ESPHome to control sprinkler valves.,Instructions for setting up the sprinkler controller component in ESPHome to control sprinkler valves.,https://esphome.io/images/logo.svg,https://esphome.io/images/sprinkler-variant.svg,article,website,https://esphome.io/components/sprinkler/,https://esphome.io/components/sprinkler/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/sprinkler-variant.svg,1,1,Sprinkler Controller,Sprinkler Controller,,,
/components/spi/,SPI Bus - ESPHome - Smart Home Made Simple,42,SPI Bus - ESPHome - Smart Home Made Simple,42,Yes,Instructions for setting up SPI components in ESPHome,53,Instructions for setting up SPI components in ESPHome,53,Yes,https://esphome.io/components/spi/,,SPI Bus,SPI Bus,Instructions for setting up SPI components in ESPHome,Instructions for setting up SPI components in ESPHome,https://esphome.io/images/logo.svg,https://esphome.io/images/spi.svg,article,website,https://esphome.io/components/spi/,https://esphome.io/components/spi/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/spi.svg,1,1,SPI Bus,SPI Bus,,,
/components/speaker/,Speaker Components - ESPHome - Smart Home Made Simple,53,Speaker Components - ESPHome - Smart Home Made Simple,53,Yes,Instructions for setting up speakers in ESPHome.,48,Instructions for setting up speakers in ESPHome.,48,Yes,https://esphome.io/components/speaker/,,Speaker Components,Speaker Components,Instructions for setting up speakers in ESPHome.,Instructions for setting up speakers in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/speaker.svg,article,website,https://esphome.io/components/speaker/,https://esphome.io/components/speaker/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/speaker.svg,1,1,Speaker Components,Speaker Components,,,Desc short
